year,state,ncrb_rate_per_100k,pop_m,ncrb_suicides_derived,gbd_deaths,gbd_lo,gbd_hi,ncrb_gbd_ratio
2020,Uttar Pradesh,2.1,235.0,4935.0,33150.63397624852,25388.42209977965,41061.90181974621,0.1488659312982004
2020,Manipur,1.4,3.1,43.0,334.929956066174,245.7928021916849,439.8389028360268,0.12838505251976998
2020,Bihar,0.7,124.5,871.0,6595.867530690757,4667.290351391676,9816.56196872616,0.1320523791521301
2021,Sikkim,39.2,0.7,274.0,62.988805588043405,43.12938079810882,85.34689789454302,4.349979293019186
2021,Telangana,26.9,38.0,10222.0,11481.880464758882,6549.011370788072,14956.52975445475,0.8902722887051638
2021,Kerala,26.9,36.0,9684.0,3676.5166626010696,2257.867264219316,4649.912959158685,2.634014989924932
2021,Chhattisgarh,26.4,30.0,7920.0,5693.122735919931,2853.013072488546,8248.556897983783,1.3911521615421902
2021,Tamil Nadu,24.7,77.0,19019.0,16281.378782014815,12394.430565566105,19877.29538794741,1.1681443110339826
2021,Goa,20.6,1.6,330.0,209.3400957108763,143.1940440041638,279.1499839285382,1.5763821970148013
2021,Karnataka,19.5,68.0,13260.0,16667.991645886726,9147.507741690564,21137.63027099892,0.7955367558197847
2021,Tripura,18.9,4.2,794.0,908.6347826357676,451.3183757510423,1285.877978543885,0.8738384389124583
2021,Maharashtra,17.8,126.4,22499.0,15231.626408605074,12212.852505927696,19202.37044208448,1.477123939127685
2021,Haryana,12.5,30.5,3812.0,4628.038236940734,3474.1707354951154,5772.564508314711,0.823675130765523
2021,Gujarat,12.5,71.0,8875.0,12852.420046352225,8797.342980985748,16164.408558126172,0.6905314305004296
2021,Odisha,12.3,46.0,5658.0,7652.434110643331,5973.1455421267865,9425.13418130374,0.7393725863161125
2021,Himachal Pradesh,12.0,7.5,900.0,726.9049982309034,532.1619874184325,978.9530318816572,1.2381260304859156
2021,Arunachal Pradesh,10.4,1.6,166.0,227.2049838110269,165.54493573032482,302.4392134462315,0.7306177761402766
2021,Assam,9.3,36.5,3395.0,4743.144712639553,3262.167061913549,6098.270551435405,0.7157698543232275
2021,Punjab,8.6,31.0,2666.0,2245.3216885245224,1632.5960550116297,2924.400546379464,1.1873577018498047
2021,Mizoram,8.1,1.3,105.0,57.22984149000756,36.859594172958886,84.23298105767955,1.8347071609194165
2021,Meghalaya,6.9,3.5,242.0,236.1475791794365,166.47841730277872,322.8135282213725,1.0247828956828584
2021,Jharkhand,4.7,39.5,1856.0,4432.417869971421,3178.6301191440343,5687.126011648608,0.41873308303667833
2021,Uttar Pradesh,2.6,235.0,6110.0,34136.492311517744,25978.70916129737,43030.88729899082,0.1789873412957098
2021,Jammu & Kashmir,1.8,13.6,245.0,608.7189619183636,377.0567463268504,1042.9041379313255,0.40248458702171563
2021,Manipur,1.5,3.1,46.0,325.29942372728334,236.0102657787336,425.1668734758037,0.14140818164671687
2021,Bihar,0.7,124.5,871.0,7107.952172584492,5015.718413557115,10836.12560033499,0.12253880989231522
2022,Sikkim,43.1,0.7,302.0,72.85307884491134,49.98555340333485,100.80400975357642,4.145329268003808
2022,Kerala,28.5,36.0,10260.0,4095.646618078709,2621.139971552886,5178.929093854332,2.505098939618239
2022,Chhattisgarh,28.2,30.0,8460.0,5780.196650439811,2992.185198397948,8196.049961869054,1.4636180240262735
2022,Telangana,26.3,38.0,9994.0,10752.830260338264,6429.476224043581,13914.458406138534,0.9294297183191663
2022,Tamil Nadu,25.9,77.0,19943.0,15779.452221575357,12629.338462995738,19422.20083029349,1.2638588285550112
2022,Karnataka,20.2,68.0,13736.0,14871.092082193574,9142.114697671264,19442.84045073485,0.9236712357155856
2022,Goa,19.2,1.6,307.0,213.4765981351653,145.371203025616,278.48136459890543,1.4380967407285516
2022,Maharashtra,18.1,126.4,22878.0,20378.85131025177,16005.451154369935,25203.949938776288,1.1226344238789852
2022,Madhya Pradesh,17.9,87.0,15573.0,13070.452089033675,8976.489785226247,17818.892833031226,1.191466055949664
2022,West Bengal,12.8,99.0,12672.0,15664.062178737906,9968.01911725153,20901.38631156654,0.8089855527514904
2022,Gujarat,12.7,71.0,9017.0,9775.250277919764,6707.715492458722,12477.97102642476,0.9224316251387965
2022,Haryana,12.6,30.5,3843.0,4478.193675711107,3282.9239737866446,5672.631117233285,0.8581585072668295
2022,Mizoram,12.4,1.3,161.0,58.88207546710202,37.06936485402742,84.65027479474898,2.7342786191351602
2022,Arunachal Pradesh,9.6,1.6,154.0,225.4847365729881,162.8838838016257,301.2462758871828,0.6829730576914287
2022,Assam,9.4,36.5,3431.0,4869.5059755857865,3436.447986799225,6232.138618844145,0.7045889289800618
2022,Rajasthan,6.6,81.0,5346.0,7912.390326550375,5454.171320353191,10805.06584478194,0.6756491754534987
2022,Meghalaya,6.4,3.5,224.0,260.7383310711976,176.74779231081953,372.60217462227473,0.8590988485649017
2022,Jharkhand,5.6,39.5,2212.0,4320.684172794975,3053.505727876765,5620.649093127036,0.5119559568662237
2022,Uttar Pradesh,3.5,235.0,8225.0,36574.1962151082,26849.64860547964,47127.042273604326,0.22488532493305727
2022,Jammu & Kashmir,2.4,13.6,326.0,699.120651511277,435.2459678629039,1211.455888361203,0.46630005750122167
2022,Nagaland,2.2,2.2,48.0,62.429317867831344,36.43035343852232,121.74869120561122,0.7688695253986348
2022,Manipur,0.8,3.1,25.0,348.60955172835133,244.70610953047867,465.77554569876025,0.07171346819401228
2022,Bihar,0.6,124.5,747.0,6609.484792009734,4565.106799589833,9416.787297697503,0.1130193991675501
2023,Sikkim,40.2,0.7,281.0,73.11602225568181,49.56000591395905,98.66441802526629,3.8432068831283233
2023,Kerala,30.6,36.0,11016.0,4075.510355360409,2521.230815635999,5246.534563437744,2.702974361360891
2023,Telangana,27.7,38.0,10526.0,10687.613387619464,6313.408621081394,14568.524723447645,0.9848784399511797
2023,Chhattisgarh,26.0,30.0,7800.0,5856.871209595003,2937.39551560008,8478.908683461303,1.3317690829912174
2023,Tamil Nadu,25.3,77.0,19481.0,15268.79790580046,12090.97937967461,18483.71042705068,1.2758699224514176
2023,Goa,20.7,1.6,331.0,211.2895261056396,146.79963258043745,275.46229739272707,1.566570790804406
2023,Karnataka,19.7,68.0,13396.0,14579.799930185623,8575.072887745398,19068.49471105625,0.9188054749822241
2023,Madhya Pradesh,18.0,87.0,15660.0,13148.876886423594,8994.929607694752,17516.908771135262,1.1909762434667843
2023,Maharashtra,17.9,126.4,22626.0,20317.50393418142,16211.338313135664,25990.14289270201,1.113621046822334
2023,Odisha,12.9,46.0,5934.0,7286.6899189546,5508.411673302633,9163.518601184933,0.8143615367197254
2023,Gujarat,12.5,71.0,8875.0,9799.266890932067,6643.458588774402,12202.073581229011,0.9056799961446754
2023,Haryana,11.1,30.5,3386.0,4507.820479651491,3262.750822164342,5821.872656093145,0.7511390516291764
2023,Himachal Pradesh,10.9,7.5,818.0,791.2767394817971,550.5421650985453,1117.4796660245663,1.0337723317074932
2023,Assam,8.5,36.5,3102.0,4796.935342733858,3332.169008645957,6263.203808193228,0.6466628750163881
2023,Arunachal Pradesh,8.2,1.6,131.0,229.8637252951536,163.9604091735503,309.00471130446806,0.5699028841188017
2023,Uttarakhand,8.1,11.4,923.0,1813.527070496004,1201.7846063165914,2484.0575527142705,0.5089529762285585
2023,Mizoram,7.9,1.3,103.0,62.39939364680773,38.34772230007862,92.52681758339396,1.6506570654035408
2023,Punjab,7.5,31.0,2325.0,2334.573870878676,1667.3801294020964,3151.006786233585,0.995899092764594
2023,Rajasthan,6.8,81.0,5508.0,8026.852285283541,5549.468081808592,11202.248964173648,0.6861967561180098
2023,Jharkhand,5.1,39.5,2014.0,4313.21679985863,3067.48225692987,5767.495016532006,0.46693688109209136
2023,Uttar Pradesh,3.9,235.0,9165.0,36358.15859042214,26352.63744943531,44777.28166876879,0.25207547233743416
2023,Jammu & Kashmir,2.7,13.6,367.0,703.8149515993831,425.5229244381686,1220.557605853279,0.52144388118782
2023,Nagaland,1.6,2.2,35.0,62.18735080932965,37.42236594936318,115.60029810902334,0.5628154205718171
2023,Manipur,0.8,3.1,25.0,358.5280288302293,248.0630376959731,487.9088359478065,0.06972955526397083
2023,Bihar,0.7,124.5,871.0,6541.501877395662,4584.170894236396,9543.54468825652,0.1331498509554456
