year,state,ncrb_rate_per_100k,pop_m,ncrb_suicides_derived,gbd_deaths,gbd_lo,gbd_hi,ncrb_gbd_ratio
2020,Sikkim,42.5,0.7,297.0,65.20764735308667,46.630440266399496,87.33528606031597,4.554680502300643
2020,Chhattisgarh,26.4,30.0,7920.0,5690.647108459996,2984.853894609842,8132.913056548876,1.391757360639309
2020,Tamil Nadu,22.2,77.0,17094.0,14236.857632631183,11306.643308441604,17295.846078559916,1.200686306001978
2020,Telangana,21.5,38.0,8170.0,11389.604508426624,6582.603675353307,14619.664712268876,0.7173207808888717
2020,Tripura,20.9,4.2,878.0,903.0431037540768,444.5817792309677,1241.691202372484,0.972268097004485
2020,Goa,19.9,1.6,318.0,209.5290370127488,151.43887077524454,272.9374033342958,1.5176894073190021
2020,Karnataka,18.4,68.0,12512.0,14929.114350549018,8391.941741389817,18657.605179033075,0.8380939221314138
2020,Madhya Pradesh,17.4,87.0,15138.0,12525.83153736138,8959.387674168805,16470.03698368487,1.2085425191012016
2020,Andhra Pradesh,13.4,54.0,7236.0,9726.478812368749,7077.445114445309,12633.9699226995,0.7439485696301819
2020,Odisha,12.2,46.0,5612.0,7090.078834588013,5471.289253159315,8777.05830864363,0.7915285754824897
2020,Himachal Pradesh,11.6,7.5,870.0,743.1240172453662,539.0282347248469,996.82393625771,1.1707332555674104
2020,Gujarat,11.6,71.0,8236.0,9852.874312174576,6985.018481603382,12194.63101189336,0.8358982099084826
2020,Arunachal Pradesh,10.5,1.6,168.0,221.8208090049293,167.73163953976157,291.8538923852516,0.7573680790077125
2020,Assam,9.3,36.5,3395.0,4740.462305355703,3447.496778030642,6001.202126707836,0.7161748752150987
2020,Mizoram,8.9,1.3,116.0,57.19268953299006,37.44772446784731,84.19504315877971,2.0282312468115093
2020,Punjab,8.7,31.0,2697.0,2257.00964553495,1618.0669738658048,2945.395558361557,1.1949439406851825
2020,Uttarakhand,8.3,11.4,946.0,1580.638249894084,1129.7963256635865,2110.4318831906294,0.598492412836011
2020,Rajasthan,7.2,81.0,5832.0,7447.899126788775,5452.700001054626,9675.431656710864,0.7830396062996245
2020,Jharkhand,5.6,39.5,2212.0,4193.456351011828,3006.8928691168658,5433.213324868195,0.5274884999020611
2020,Jammu & Kashmir,2.2,13.6,299.0,637.2238488511728,405.4128156175673,1082.28891092799,0.4692228649932924
2020,Nagaland,2.2,2.2,48.0,63.04125607791614,38.58980066781292,120.90336493852264,0.7614061487079854
